Artist Name,Track Name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in ms,time_signature,Class
Downset,Empower,-0.145,0.22,1.135,-1.644,0.541,0.755,0.482,-0.754,0.29,-0.591,0.199,-0.835,-0.504,0.21,8
Blue Material,Blue Blood,-0.435,0.467,-0.258,1.011,0.028,-1.324,-0.62,-0.794,2.588,-0.39,0.511,-0.224,0.263,0.21,6
Sempra,B Mine?,-1.479,1.266,1.093,-0.98,0.846,-1.324,-0.355,-0.206,1.977,-0.058,1.998,0.858,0.584,0.21,1
Malcolm McLaren,Buffalo Gals,-0.203,2.03,-0.114,-0.648,-1.409,-1.324,0.913,-0.713,-0.588,0.068,0.54,-0.465,0.524,0.21,5
Arcade Fire,Ready to Start,0.783,-1.572,1.144,1.011,0.793,0.755,-0.491,-0.409,-0.464,-0.798,0.207,2.281,0.492,0.21,10
Bad Nerves,Dreaming,-0.725,-0.568,1.254,0.015,0.323,-1.324,0.518,-0.795,-0.588,-0.303,-0.405,-0.513,-0.637,0.21,6
3 Doors Down,Your Arms Feel Like home,-0.435,0.027,0.196,1.011,0.334,-1.324,-0.627,-0.774,-0.589,-0.579,-1.229,-0.089,0.21,0.21,10
ARXX,Deep,-0.667,0.641,-0.267,1.011,-0.668,-1.324,-0.475,-0.706,-0.584,3.862,1.286,-0.426,-0.183,0.21,10
Crown Lands,Howlin' Back Again,-0.319,-0.297,1.301,0.015,1.288,0.755,1.703,-0.242,-0.583,-0.303,-1.337,-0.048,-0.276,0.21,10
The Undercover Dream Lovers,Get to You,-0.145,1.309,0.188,-0.317,0.421,-1.324,-0.528,1.394,0.979,-0.624,1.694,-0.292,0.069,0.21,6
A Scent Like Wolves,Telephone,-0.319,0.058,1.174,-0.98,0.956,-1.324,-0.002,-0.793,-0.588,1.305,-0.488,0.08,-0.017,0.21,8
Idan Rafael Haviv,◊©◊ú◊û◊ô◊ù,0.609,-0.76,-1.308,0.009,-1.102,0.755,-0.237,1.931,-0.589,-0.522,-1.644,-1.236,0.181,0.21,9
Otis Junior,When It's Sweet,-0.841,1.687,-0.738,1.011,0.554,-1.324,-0.126,0.177,0.152,-0.675,1.186,-1.211,-0.362,0.21,1
Madhav Gopi Nair,Mukti,-1.595,-1.169,-1.388,-0.648,-0.79,0.755,-0.604,1.532,2.811,-0.265,-1.766,-0.327,-0.795,2.975,6
The Sequence,Funk You Up - 12'' Version,-1.189,2.271,0.447,-0.026,0.537,0.755,2.768,0.837,-0.586,-0.899,1.202,-0.639,4.032,0.21,5
Advaita,Ghir Ghir,-0.667,0.346,0.277,-0.648,-0.632,0.755,-0.432,0.421,2.115,1.079,1.565,0.52,-1.793,-2.555,0
John Campbell,Devil in My Closet,-0.841,-1.145,-0.713,0.679,-0.887,0.755,-0.542,-0.795,-0.545,-0.416,0.336,-1.407,1.427,0.21,2
Dan + Shay,Glad You Exist,2.001,1.23,-0.475,1.675,0.442,0.755,-0.536,-0.039,-0.54,-0.485,0.724,-0.631,-1.793,0.21,4
Gymshorts,Gotta Get Away,-1.247,-2.366,0.766,1.011,-0.113,0.755,-0.428,-0.795,1.281,2.945,1.011,1.941,-0.489,0.21,1
Liz Phair,Fuck and Run,0.145,1.387,-0.097,-1.312,-0.009,0.755,-0.555,1.597,-0.471,-0.679,1.918,0.46,-0.114,0.21,1
Stephen Taranto,Pixel Heart: Verdant,-0.957,-1.025,1.28,1.675,-0.004,-1.324,0.001,-0.795,2.357,-0.548,-1.162,-1.308,0.997,0.21,8
Deep Purple,Gettin' Tighter,-0.087,-0.742,0.715,0.347,-0.286,0.755,-0.052,-0.795,-0.324,-0.271,1.107,-0.059,0.156,0.21,10
Loyle Carner,Yesterday,0.899,-0.694,1.348,1.675,1.219,-1.324,4.347,-0.559,-0.332,-0.434,-0.263,-1.034,-0.287,0.21,5
Nickelback,Rockstar,1.479,0.436,1.05,-0.01,1.212,0.755,-0.492,-0.648,-0.168,0.922,0.861,0.725,0.458,0.21,10
Post Malone,Motley Crew,2.638,1.525,-0.135,-0.98,1.011,-1.324,-0.013,-0.504,-0.589,-0.605,-0.825,0.247,-1.793,0.21,9
Yehudit Ravitz,◊®◊ó◊ë◊™ ◊î◊®◊ô◊ß◊ï◊ì◊ô◊ù,-1.421,-0.754,0.417,1.011,-0.092,0.755,-0.287,0.154,-0.589,1.029,-0.08,1.009,0.875,0.21,10
Olivia Rodrigo,good 4 u,3.16,0.118,0.005,1.011,0.708,0.755,0.889,0.283,-0.403,-0.699,0.84,1.498,-1.793,0.21,9
Rema,Bounce,0.841,-0.484,0.783,1.675,0.28,-1.324,-0.342,-0.697,-0.403,-0.497,0.578,-0.259,-0.116,0.21,9
Charlie Puth,Cheating on You,1.769,1.236,-0.543,-0.648,0.278,0.755,-0.552,-0.753,-0.589,-0.615,0.478,0.014,-0.037,0.21,9
Ravid Plotnik,◊†◊¢◊†◊¢,0.087,0.996,-1.384,0.347,-1.292,0.755,0.315,0.644,-0.588,4.082,-0.413,-1.847,1.068,0.21,5
Ulver,Little Boy,-0.667,-1.566,-1.074,-0.648,-1.59,0.755,-0.448,-0.792,0.48,-0.548,-1.769,-1.065,1.096,0.21,10
Alien Ant Farm,Smooth Criminal,1.769,0.659,1.28,1.011,0.901,-1.324,-0.257,-0.785,-0.57,-0.328,1.598,0.146,0.076,0.21,9
Live,Selling The Drama,0.725,-0.562,1.067,0.015,0.289,0.755,-0.18,-0.761,-0.589,-0.598,-0.625,0.061,0.067,0.21,10
Something Corporate,Punk Rock Princess,0.377,-0.129,0.927,0.347,0.662,0.755,0.06,-0.786,-0.588,-0.642,-0.488,0.252,0.281,0.21,10
Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've)?,1.131,-1.669,0.715,-0.648,-0.286,0.755,-0.412,-0.793,-0.168,-0.884,1.215,1.789,-0.331,0.21,10
Enamour,Dragonfly,-0.725,1.266,0.562,0.347,-0.465,-1.324,-0.494,-0.736,2.785,-0.697,-1.15,-0.021,0.526,0.21,9
mehro,chance with you,0.435,0.112,-0.717,-0.648,-0.054,-1.324,-0.621,1.986,-0.492,-0.271,-0.43,0.726,0.132,0.21,9
Christian L√∂ffler,Pastoral,0.609,-2.288,-2.004,1.343,-3.214,0.755,-0.517,2.221,2.982,-0.629,-1.885,-0.592,0.178,-2.555,1
Mark Ronson,Uptown Funk (feat. Bruno Mars) - Radio Edit,0.203,1.681,-0.012,0.009,0.793,0.755,0.279,-0.774,-0.589,0.457,1.956,-0.275,0.248,0.21,9
Rosie Flores,Simple Case of the Blues,-0.377,0.641,-0.139,1.675,0.278,-1.324,-0.475,0.1,-0.589,-0.485,1.057,-0.505,0.161,0.21,2
Ayron Jones,Take Me Away,0.725,-0.412,0.77,-1.644,0.855,-1.324,-0.209,-0.795,-0.175,0.156,0.282,1.133,0.412,0.21,10
Dream Drop,Reckless Demon Youth,-0.551,-1.013,1.123,0.015,0.624,-1.324,0.518,-0.795,-0.589,-0.02,-0.301,2.076,-0.158,0.21,8
Langston Hughes,I Have Known Rivers,-2.001,1.02,-2.196,-0.98,-1.544,0.755,5.508,1.729,-0.332,0.099,-0.051,-1.128,-1.199,2.975,5
Abby Wolfe,Take It Slow,-0.261,0.797,-0.534,1.343,-0.016,0.755,-0.555,0.846,-0.403,-0.668,-0.409,-1.171,-0.171,0.21,9
Eagles,Life in the Fast Lane - 2013 Remaster,1.595,0.743,0.392,1.011,0.164,0.755,-0.128,-0.484,-0.589,-0.904,1.652,-0.443,-1.793,0.21,10
Die Apokalyptischen Reiter,Tiki,-0.609,-0.815,1.191,-0.05,0.658,0.755,0.59,-0.777,1.802,0.922,-1.358,-0.83,-0.433,0.21,8
Icon of Sin,Virtual Empire,-0.667,-0.297,1.254,-0.648,0.036,-1.324,-0.342,-0.679,-0.588,1.199,-0.721,0.759,1.359,0.21,8
Spirit Adrift,Supernaut,-0.725,-0.712,1.114,0.347,0.411,0.755,0.303,-0.795,-0.32,-0.621,-0.721,-0.154,0.734,0.21,8
Shlomo Artzi,◊ú◊î◊¶◊ô◊ú ◊ê◊ï◊™◊ö,-0.899,0.37,0.464,-1.644,0.304,-1.324,-0.64,0.164,-0.589,-0.409,1.456,0.249,0.711,0.21,10
Eric B. & Rakim,Microphone Fiend,0.203,0.256,0.562,1.675,-0.197,0.755,2.133,0.344,-0.332,-0.058,0.865,-0.965,1.017,0.21,5
"Kayla Nicole, Taylor Girlz",Bundles (feat. Taylor Girlz),1.943,2.379,0.082,1.675,0.489,0.755,2.708,-0.791,-0.403,-0.885,0.407,0.25,-1.793,0.21,9
The Rapture,How Deep Is Your Love?,0.435,-0.43,0.693,1.011,0.981,-1.324,-0.243,-0.793,-0.586,-0.058,-1.475,-0.01,1.654,0.21,10
A Day To Remember,All I Want,1.131,-1.169,1.352,-1.312,1.156,-1.324,0.733,-0.795,-0.168,0.922,-1.162,1.265,0.017,0.21,10
Morgan Evans,Love Is Real,0.783,0.611,0.294,-0.98,0.697,0.755,-0.412,-0.768,-0.589,0.011,0.923,-0.933,-1.793,0.21,4
Habalyanim,◊©◊ï◊ë◊ô◊†◊ô◊°◊ò,-1.711,-0.129,0.451,1.343,0.511,-1.324,1.332,-0.461,-0.588,-0.828,1.277,2.272,0.353,0.21,10
Wilco,Random Name Generator,-0.319,0.467,1.271,-1.312,0.356,0.755,-0.41,0.112,-0.12,-0.403,0.694,0.723,0.257,0.21,6
DOECHII,Yucky Blucky Fruitcake,1.537,0.322,-0.194,0.679,0.106,-1.324,2.421,0.695,-0.403,2.913,1.677,-0.835,-1.793,0.21,9
Gabi Shoshan,◊ô◊ú◊ì◊î ◊ß◊ò◊†◊î,-1.015,0.87,-0.505,0.347,-0.86,-1.324,-0.511,1.059,-0.588,-0.671,0.611,0.426,0.357,0.21,10
Brothers Osborne,I Don't Remember Me (Before You),0.957,0.424,-0.207,-0.648,0.102,-1.324,-0.578,-0.461,-0.589,-0.579,0.465,0.792,-1.793,0.21,4
Zero 9:36,Come Thru,0.377,0.418,0.838,-0.648,0.95,0.755,-0.445,-0.716,-0.168,1.519,0.632,-1.0,-0.21,0.21,10
Róisín O,Lose You to Love Me,0.145,-1.169,-2.421,0.015,-1.829,0.755,-0.321,2.244,-0.22,-0.689,-0.804,1.811,-1.793,-2.555,0
DIIV,Skin Game,-0.087,-0.357,0.388,0.015,0.391,-1.324,-0.495,-0.795,2.413,-0.46,-0.363,0.079,0.578,0.21,10
The Swellers,The Best I Ever Had,0.261,-1.109,1.361,-1.312,1.042,-1.324,0.08,-0.795,-0.589,0.872,-0.001,2.381,0.347,0.21,10
Stalos & Oren Chen,◊ñ◊î ◊ú◊ê ◊¢◊ï◊©◊î ◊ú◊ô ◊õ◊ú◊ï◊ù,-1.131,0.827,1.131,0.679,0.948,0.755,-0.566,-0.107,-0.403,-0.997,1.277,-0.427,0.261,0.21,9
Emery,Walls,0.087,-1.621,1.072,-1.644,0.655,-1.324,1.045,-0.751,-0.589,-0.221,-0.28,1.574,0.026,0.21,10
Lionel Richie,Stuck On You - Live,-1.305,-0.628,0.082,-0.648,-0.28,0.755,-0.451,-0.432,-0.589,4.879,-0.588,0.659,-1.793,0.21,9
Oren Barzilay,◊®◊ß ◊ê◊ï◊™◊ö,-1.595,0.557,-0.199,0.347,-0.335,0.755,-0.249,-0.628,-0.589,-0.026,-0.026,-1.34,0.056,0.21,10
Foo Fighters,All My Life,1.653,0.202,-0.25,-0.317,0.545,0.755,-0.361,-0.795,-0.587,1.764,0.628,1.525,0.56,0.21,10
Gucci Mane,Jumped Out the Whip (feat. A$AP Rocky),-0.087,1.609,-0.862,-1.312,0.491,0.755,3.246,-0.572,-0.332,-0.416,-0.359,0.653,0.14,0.21,5
"Luiz Bonfá, Panos Megarchiotis",Passeio No Rio - Arranged by Carlos Barbosa-Lima,-0.261,0.166,-2.145,-1.312,-2.204,0.755,-0.022,2.308,2.833,-0.554,-0.742,-0.281,-1.793,0.21,7
Concha Piquer,Ojos verdes,-0.551,0.689,-2.306,0.009,-0.367,-1.324,0.674,2.369,-0.403,-0.598,-0.867,-0.623,-0.023,-2.555,9
Supergrass,"Tales of Endurance, Pt. 4, 5 & 6",0.493,-1.572,-0.063,1.011,0.076,-1.324,-0.606,-0.757,0.904,0.125,-1.537,-1.051,1.167,0.21,1
The New Respects,Trouble,-0.087,-0.165,0.158,-1.312,0.565,0.755,-0.199,-0.737,-0.168,3.096,-0.596,0.855,0.022,0.21,10
Hadag Nahash,◊®◊°◊ô◊°◊ô◊ù ◊¢◊ú ◊î◊ó◊ï◊£,-1.015,0.527,-0.492,-0.648,-0.143,-1.324,0.47,0.331,-0.589,-0.522,0.969,1.433,0.029,0.21,9
Julia Jacklin,Pressure To Party,0.203,-0.436,0.63,-0.648,0.977,0.755,-0.488,-0.795,-0.589,-0.497,-0.484,0.654,-0.165,0.21,6
Little G Weevil,Apple Picker (Acoustic),-0.435,0.894,-2.383,0.095,-0.941,0.755,-0.224,1.838,-0.577,0.885,-0.047,-0.287,1.215,0.21,2
Lazy Queen,Self-care 101,-1.595,-0.772,0.473,-1.644,0.362,0.755,-0.463,-0.782,-0.168,0.055,-0.084,-1.191,1.07,0.21,10
No Somos Marineros,Los Bajos Fondos,-0.667,-0.363,-0.254,-0.648,-0.493,0.755,-0.492,0.325,2.681,-0.66,-1.647,1.92,-0.247,-2.555,10
Ghost Town Blues Band,Tip of My Hat (Live),-0.667,1.537,0.286,0.095,0.312,0.755,-0.458,0.138,-0.588,4.892,1.714,-0.077,0.606,0.21,2
"Keethan, Pavitra Krishnan, Shravan Sridhar",Seher,-0.609,-1.374,-0.415,1.675,-0.187,0.755,-0.512,1.297,1.91,-0.56,-1.767,-0.782,-1.793,0.21,0
Amaranthe,Archangel,0.899,-0.821,1.293,-0.05,0.199,0.755,-0.157,-0.794,-0.584,-0.673,-1.079,1.941,0.023,0.21,8
Acollective,Happiest of All Memorial Days,-0.435,-0.791,-0.649,0.015,-0.09,-1.324,-0.597,0.325,1.534,-0.738,-1.067,0.855,0.717,0.21,6
No Memories of Tomorrow,Graeme James,-2.116,0.214,-1.524,-1.312,-1.571,-1.324,-0.594,1.622,-0.361,-0.422,-0.03,0.245,-1.793,0.21,0
The All-American Rejects,"Swing, Swing",1.363,0.058,0.23,0.347,0.507,0.755,-0.573,-0.795,-0.112,-0.99,-0.7,0.18,0.29,0.21,9
Nattali Rize,Indestructible,-0.203,1.814,0.077,0.015,0.795,-1.324,0.374,0.058,-0.168,-0.906,0.699,-1.238,-0.152,0.21,10
Apoorva Krishna,Tinky Winky,-1.827,-1.506,0.91,0.347,0.923,0.755,-0.372,-0.522,0.871,-0.738,1.598,1.652,1.045,0.21,6
Ronnie Robinson Trio,Pent-Up House,-0.377,0.785,-1.393,0.347,-1.48,0.755,-0.422,2.054,2.815,-0.598,0.732,1.56,-1.793,-2.555,7
Peled,◊ê◊ú◊§◊ô◊ù,-0.203,0.978,0.069,0.347,0.622,-1.324,0.007,0.953,-0.332,1.098,0.057,-0.324,-0.045,0.21,5
Tay Money,Asthma Pump (with Flo Milli),1.189,2.193,0.001,-1.644,0.958,0.755,3.342,-0.743,-0.332,0.571,-0.363,-0.089,-0.194,0.21,5
Allegaeon,Concerto in Dm,-0.551,0.076,1.301,-1.312,1.021,0.755,-0.473,-0.795,2.498,1.142,-0.671,-0.63,2.146,0.21,8
Quami,Squeeze Me,-1.595,0.906,1.038,1.011,1.002,0.755,-0.406,-0.549,-0.589,-0.416,0.361,-0.258,0.802,0.21,5
Oasis,Whatever,0.667,-1.783,1.063,0.347,1.352,0.755,-0.489,-0.661,-0.558,0.382,-0.609,-1.064,1.621,0.21,6
Ghost Iris,Coda,-0.087,-0.327,1.407,-1.644,1.401,-1.324,0.398,-0.795,-0.563,0.859,-1.117,-1.103,0.377,0.21,8
Slowdive,Alison,0.899,-1.608,-0.908,-0.648,-0.869,0.755,-0.505,-0.77,2.327,-0.554,-0.867,-0.708,0.27,0.21,6
Billie Eilish,I Didn't Change My Number,1.885,1.838,-0.777,1.011,0.513,0.755,1.75,1.175,0.413,0.621,0.794,0.656,-1.793,0.21,9
Garbage,Wolves - Edit,-1.537,-0.357,1.246,-0.317,0.376,-1.324,-0.527,-0.795,2.036,0.382,0.653,0.757,0.168,0.21,10
Britney Spears,Liar,-0.261,0.28,0.481,0.015,0.652,-1.324,-0.11,-0.773,-0.589,1.368,1.348,1.262,-1.793,0.21,9
Ruff Sqwad,Functions On the Low,-0.435,1.164,-0.059,0.679,0.05,-1.324,0.745,1.832,-0.041,0.03,0.386,0.586,0.726,0.21,5
Shlomo Artzi,◊©◊ô◊†◊ï◊ô◊ô ◊û◊ñ◊í ◊î◊ê◊ï◊ï◊ô◊®,-0.725,-0.003,-0.241,0.015,-0.63,-1.324,-0.522,0.209,-0.168,1.117,1.444,-1.22,1.25,0.21,10
Manal,Casa Con Diez Pinos,-0.609,-0.093,-0.424,-1.312,0.231,0.755,-0.463,1.477,-0.531,-0.296,0.69,1.548,0.48,-2.555,2
The Black Keys,Little Black Submarines,1.305,-1.073,-0.836,-1.312,0.098,0.755,-0.454,-0.277,-0.589,-0.566,0.003,-0.929,0.451,0.21,10
Noah Cyrus,July,2.233,0.99,-2.026,1.011,-0.257,-1.324,-0.451,1.999,-0.403,-0.743,-0.684,-1.694,-0.399,0.21,9
Tomberlin,Wasted,0.609,1.333,-0.424,-0.648,-0.458,0.755,-0.479,0.563,-0.135,-0.34,0.903,-0.999,-0.458,0.21,6
The Yardbirds,Over Under Sideways Down - The Mono Album,0.087,-0.087,0.842,1.675,-0.659,0.755,-0.016,0.145,0.249,0.74,-0.413,-0.883,-0.52,0.21,6
Wolfmother,Woman,0.899,-2.12,1.212,1.011,1.09,-1.324,1.643,-0.795,-0.267,-0.639,-1.129,0.951,-0.224,0.21,10
Led Zeppelin,No Quarter - Remaster,0.667,-1.23,-1.371,1.675,-1.597,0.755,-0.493,1.32,1.12,1.123,-1.537,0.668,1.95,0.21,10
Hollow Front,Falling Apart,0.203,-0.057,1.344,1.011,1.053,-1.324,0.227,-0.786,-0.168,0.376,-1.042,-0.089,0.386,0.21,10
San Holo,"you‚Äôve changed, i‚Äôve changed",-0.175,-0.766,-0.169,-0.317,0.003,0.755,-0.415,-0.406,-0.58,0.464,-1.217,0.255,0.99,0.21,6
The Beatles,I Want To Hold Your Hand - Remastered 2015,1.595,-0.321,0.222,0.347,0.583,0.755,-0.384,0.447,-0.168,0.721,1.581,0.274,-0.491,0.21,10
Beloved,Only Our Faces Hide,-0.841,-1.097,1.237,-1.312,0.942,0.755,-0.266,-0.795,0.242,0.709,-1.292,1.702,0.287,0.21,10
The Cult,She Sells Sanctuary,1.421,0.039,0.434,0.347,-0.191,0.755,-0.61,-0.795,2.662,-0.403,-0.28,0.569,0.462,0.21,10
Carach Angren,Franckensteina Strataemontanus,-0.319,0.16,1.076,0.679,0.25,0.755,-0.439,-0.781,-0.075,-0.384,-0.53,-0.764,-0.158,0.21,8
Damien,To The Moon,0.261,-1.013,-2.641,-0.026,-3.418,0.755,-0.422,2.408,2.986,-0.56,-1.496,-0.74,-0.266,0.21,5
Fleshkiller,Parallel Kingdom,-1.421,-0.562,1.335,-1.644,0.923,0.755,0.506,-0.795,1.392,1.368,-0.958,0.25,0.585,-2.555,8
Robert Counts,What Do I Know (feat. HARDY),0.435,-0.063,-0.313,-0.01,0.437,0.755,-0.596,-0.665,-0.168,-0.535,-0.563,0.589,0.069,0.21,10
Edgar Winter's White Trash,Keep Playin' That Rock 'n' Roll,-1.653,0.912,0.855,1.011,-0.395,0.755,-0.542,-0.494,-0.224,0.162,1.981,0.236,0.214,0.21,2
Drake,What‚Äôs Next,2.464,1.429,-0.292,-0.026,0.235,-1.324,-0.373,-0.752,-0.332,-0.215,-1.763,0.246,-0.202,0.21,5
Julia Kent,Carapace,-0.783,-0.388,-1.435,-0.648,-1.506,-1.324,-0.555,-0.277,2.212,-0.579,-1.1,0.319,0.094,0.21,1
Michael Chapman,The Man Who Hated Mornings,-0.667,0.046,-0.352,0.095,-0.166,0.755,-0.519,0.792,-0.381,0.106,-0.055,-2.005,0.415,0.21,2
"Arthur ""Big Boy"" Crudup",My Mama Don't Allow Me,-0.841,0.467,-2.315,-1.312,-1.559,0.755,-0.483,2.401,-0.586,-0.478,-0.051,-0.999,-0.096,0.21,2
Big Brother & The Holding Company,Piece of My Heart,1.421,-0.604,0.273,-0.648,-0.01,0.755,0.781,0.051,-0.588,-0.171,0.332,1.292,0.47,0.21,10
Timothy Kay Band,I'll Know,0.377,-0.592,-2.14,-0.083,-1.543,0.755,-0.452,2.179,2.632,-0.522,-1.379,-1.818,-1.793,0.21,7
Cody Johnson,Sad Songs and Waltzes (with Willie Nelson),0.551,0.015,-1.325,1.675,-0.091,0.755,-0.629,1.461,-0.589,-0.606,-0.846,-0.569,0.099,-2.555,1
Britney Spears,Just Like Me,0.34,1.26,-0.305,1.011,0.202,-1.324,-0.415,-0.557,-0.589,-0.554,0.32,-0.699,-1.793,0.21,9
The Weeknd,Save Your Tears,2.812,0.821,0.693,0.009,0.599,0.755,-0.584,-0.727,-0.589,2.178,0.657,-0.155,0.133,0.21,9
SOJA,Something To Believe In,-0.551,1.615,-0.076,-0.01,0.708,0.755,-0.503,0.811,-0.168,-0.734,0.99,0.587,0.081,0.21,10
Best Friends Club,Evil Containment Wave (Part II),-1.421,1.627,-0.398,1.011,-1.361,-1.324,-0.001,0.988,2.468,-0.403,0.116,-0.089,0.44,0.21,9
Van Halen,Hot For Teacher,1.421,0.052,1.208,-1.312,0.8,0.755,0.841,-0.793,-0.588,-0.832,-0.088,0.169,0.732,0.21,10
Johnny Adams,It Ain't The Same Thing,-1.885,2.241,-0.534,1.011,-0.344,-1.324,-0.525,-0.02,-0.586,-0.887,1.756,-0.53,0.466,0.21,2
Olivia Lunny,Sad To See You Happy,0.667,0.599,-0.063,0.679,0.538,0.755,-0.442,-0.751,-0.403,-0.215,0.274,0.588,-0.231,0.21,9
Rand Aldo,Desert Parade,-0.145,-1.999,-2.353,-0.083,-2.696,0.755,-0.51,2.044,2.9,-0.626,-1.425,-0.555,-1.793,0.21,7
Merle Haggard,It's Not Love (But It's Not Bad),-0.551,0.695,-1.622,0.347,-1.396,0.755,-0.633,-0.187,-0.54,-0.529,0.132,-0.485,-1.793,0.21,4
"Blxst, Tyga, Ty Dolla $ign",Chosen (feat. Ty Dolla $ign),2.175,0.166,0.443,-1.312,0.679,0.755,2.48,0.286,-0.403,-0.724,0.495,-0.988,-1.793,0.21,9
MOSSS,Here If You Want (Pale Blue),0.551,1.309,-0.267,0.347,0.139,0.755,-0.038,0.071,2.629,-0.554,0.295,-0.9,-0.015,0.21,6
The Sounds,Painted By Numbers,0.145,-0.412,0.613,-0.98,0.976,-1.324,-0.556,-0.752,-0.589,-0.548,1.019,0.763,-0.007,0.21,10
The Lumineers,Ho Hey,1.769,0.833,-0.815,0.009,-0.314,0.755,-0.594,1.667,-0.403,-0.662,-0.271,-1.445,-0.336,0.21,9
Charlotte Day Wilson,Take Care of You (feat. Syd),1.073,0.839,-0.751,-0.648,-0.448,-1.324,0.362,1.851,-0.504,0.501,-0.863,0.148,0.11,0.21,6
Lower Than Atlantis,Had Enough,0.029,0.106,0.681,-1.312,0.756,0.755,0.207,-0.786,-0.588,1.858,0.162,-0.985,0.0,0.21,1
Jeris Johnson,One Night,0.551,0.491,0.49,-1.644,0.174,0.755,-0.186,-0.766,0.152,-0.585,1.977,1.265,-0.333,0.21,1
Andi,Over,1.189,-0.129,-0.56,1.343,0.359,-1.324,1.619,-0.496,-0.403,1.469,-1.404,-0.96,-0.424,0.21,9
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",2.059,0.346,-0.556,1.343,-0.298,0.755,-0.612,0.595,-0.589,-0.651,-0.605,0.472,-1.793,0.21,10
The Ben Webster Quintet,Makin' Whoopee,-0.261,-0.087,-2.569,0.679,-2.771,0.755,-0.215,2.047,-0.123,-0.504,-0.538,-0.985,-1.793,0.21,7
The Allergies,Get Yourself Some,-0.841,1.128,-0.067,-0.317,-0.007,-1.324,-0.529,-0.78,-0.224,0.903,1.635,-0.494,-0.179,0.21,2
Kings of Leon,Echoing,0.783,-1.506,0.49,-0.01,0.575,0.755,-0.547,-0.748,0.256,-0.591,-1.025,0.854,0.148,0.21,10
Shubha Mudgal,Awakning Main Sutti,-2.522,-1.608,-0.016,0.015,0.313,-1.324,-0.533,-0.788,-0.589,-0.315,-0.738,-1.387,-1.793,0.21,0
Galleons,Playing With Fire is Such a Clich√©,-0.145,-0.436,1.114,0.347,0.809,0.755,-0.238,-0.795,-0.589,1.004,-1.705,-0.765,0.913,0.21,8
Zara Larsson,Morning,-0.609,0.454,-0.135,1.675,0.467,0.755,0.291,-0.374,-0.589,0.313,1.19,-0.552,-0.227,0.21,9
A. K. Paul,Be Honest,-0.377,1.579,-1.979,0.062,-1.243,0.755,1.523,0.016,-0.589,-0.708,-0.621,0.047,0.324,0.21,6
Marilyn Manson,Third Day Of A Seven Day Binge,0.261,0.382,1.169,-0.05,1.195,0.755,-0.371,-0.788,-0.586,-0.296,0.682,-0.426,0.589,0.21,8
Hadag Nahash,◊°◊¢!,-0.261,1.724,0.664,-1.644,0.773,-1.324,-0.133,-0.772,-0.589,-0.39,1.498,-0.325,0.244,0.21,5
Tori Harper,After Dark,0.087,0.623,-0.641,1.675,-0.14,0.755,-0.498,1.96,-0.22,-0.39,-1.726,-0.361,-1.793,0.21,0
Saint Sister,Causing Trouble - Kormac Remix,0.319,-1.428,-0.522,-0.317,0.177,0.755,-0.458,1.217,-0.572,-0.277,-1.412,-1.598,0.241,0.21,1
ISLAND,Do You Remember The Times,-0.957,0.172,1.216,1.011,1.09,0.755,-0.521,-0.345,-0.589,-0.789,0.503,0.52,0.215,0.21,1
Don Henley,Sunset Grill,0.203,0.082,-0.364,0.679,-1.053,0.755,-0.631,-0.539,-0.589,-0.853,-0.172,-1.04,1.592,0.21,10
"Mukesh, Lata Mangeshkar",Aa Ab Laut Chalen,-1.247,-1.506,-0.407,1.011,0.051,-1.324,-0.482,2.012,-0.581,1.532,0.761,0.803,-1.793,0.21,3
Ron Gallo,Kill the Medicine Man,-0.725,-0.803,0.681,1.011,0.413,0.755,-0.17,-0.617,-0.588,-0.265,-0.842,-1.087,-0.42,0.21,1
Thieves Like Us,Drugs in My Body,0.029,0.876,-0.025,-1.312,-0.619,-1.324,-0.416,-0.768,1.12,-0.29,1.315,-0.194,0.142,0.21,6
Dermot Kennedy,Shelter,-0.371,-1.055,-1.652,-1.644,-1.721,0.755,-0.46,2.282,-0.547,-0.819,-1.833,-1.288,-1.793,0.21,0
"Car, the garden",A Kid From Bathroom,-1.247,0.436,0.388,-0.317,0.994,-1.324,-0.47,0.248,-0.587,-0.669,-0.009,-0.293,-0.329,0.21,10
Sense Field,Dreams,-1.247,-0.231,-0.016,-0.98,-1.046,0.755,-0.647,-0.692,-0.552,-0.504,-0.105,-0.713,0.552,-8.086,10
Television,Venus,0.145,0.039,-0.135,0.003,-0.885,0.755,-0.493,-0.793,0.081,-0.916,1.756,-0.273,0.253,0.21,1
"Earth, Wind & Fire",September,2.059,0.924,0.719,1.011,0.16,0.755,-0.597,-0.255,-0.584,0.457,2.052,0.112,0.128,0.21,10
The Foxies,Screws,-0.377,0.196,0.706,-0.01,0.886,-1.324,-0.244,-0.787,-0.57,0.677,0.69,1.534,-0.316,0.21,10
AJ Tracey,Kukoƒç (feat. NAV),1.363,1.188,0.8,1.011,0.464,-1.324,-0.15,-0.129,-0.332,0.627,1.473,0.655,-0.051,0.21,5
